multilocation_day_id,minutes_id,name,address,lat_long,url,notes,gps_lat,gps_long,address1,city,county,state_province,postal_code,country
,1942,"New Hope Church No. 1, Cullman County, Alabama","County Road 940 x County Road 998, Cullman, AL 35057","34.145166, -87.067362",,,,,,,,,,
,1943,"Salem Baptist Church, Soddy Daisy, Tennessee","9806 Dallas Hollow Rd, Soddy-Daisy, TN 37379","35.238834, -85.150727",http://www.newsalembaptist.net/,,,,,,,,,
,1944,"Church of St. Stephen-In-the-Fields, Toronto, Ontario, Canada",,"43.656990, -79.403784",,,,,103 Bellevue Ave,Toronto,,ON,M5T 1P1,Canada
,1945,"Cane Creek Primitive Baptist Church, Cleburne County, Alabama","US-78, Heflin, AL 36264","33.687325, -85.526104",,,,,,,,,,
,1946,"Concord Primitive Baptist Church, Winfield, Alabama","575 County Highway 173, Winfield, AL 35594","33.944158, -87.794022",,"Rented by Winfield City Family Church, from April 2012 until January 2016. https://www.facebook.com/WinfieldCityFamilyChurch/timeline?ref=page_internal",,,,,,,,
,1947,"Santa Cruz Senior Opportunities Building, Santa Cruz, California","301 Center St, Santa Cruz, CA 95060","36.969452, -122.027683",http://www.cityofsantacruz.com/departments/parks-recreation/community-facilities/louden-nelson-community-center,,,,,,,,,
,1948,"Shady Grove Primitive Baptist Church, Winston County, Alabama","Alabama Hwy 195 x County Rd 18, Double Springs, AL 35553","34.188949, -87.425988",,,,,,,,,,
,1949,"Pine Grove Church, Collinsville, Alabama","County Rd 469, Collinsville, AL 35961","34.218074, -85.857076",,,,,,,,,,
,1950,"Antioch Primitive Baptist Church, Forest, Mississippi","MS-21, Forest, MS 39074","32.459823, -89.425555",,,,,,,,,,
,1951,"Fuller Cemetery, Ider, Alabama","County Rd 773 x AL Hwy 117, Ider, AL 35981","34.703276, -85.674127",,,,,,,,,,
,1952,"Fuller Cemetery, Ider, Alabama","County Rd 773 x AL Hwy 117, Ider, AL 35981","34.703276, -85.674127",,,,,,,,,,
,1953,"Liberty Church (McCormick), Jefferson County, Alabama","7828 McCormick Rd, Dora, AL 35062","33.737918, -87.010312",,,,,,,,,,
,1954,"Christ Episcopal Church, Oberlin, Ohio","162 S Main St, Oberlin, OH 44074","41.287566, -82.217958",christchurchoberlin.org,,,,,,,,,
,1955,"Liberty Church (McCormick), Jefferson County, Alabama","7828 McCormick Rd, Dora, AL 35062","33.737918, -87.010312",,,,,,,,,,
,1956,"Maidencreek Meeting House, near Leesport, Pennsylvania","Shackamaxon St x Butcher's Alley, Leesport, PA 19533","40.449714, -75.967691",,,,,,,,,,
,1957,"Shiloh Primitive Baptist Church, South of Tallapoosa, Georgia","Shiloh Church Rd (in between Old Hwy 100 and Barge Tallapoosa Rd), Waco, GA 30182","33.660804, -85.278493",,,,,,,,,,
,1958,"Pleasant Hill Church (Johnson School House), Fayette County, Alabama","Pleasant Hill Loop, Eldridge, AL 35554","33.841299, -87.614917",,,,,,,,,,
,1959,"Shoal Creek Church, North of Heflin, Alabama","County Rd 553 D, Fruithurst, AL 36262","33.775656, -85.564125",http://shoalcreekchurch.net/,,,,,,,,,
,1960,"Charlottesville Friends Meeting House, Charlottesville, Virginia","1104 Forest St, Charlottesville, VA 22903","38.040148, -78.483338",,,,,,,,,,
,1961,"Ebenezer Primitive Baptist Church, Dunwoody, Georgia","7325 Roberts Dr, Dunwoody, GA 30350","33.970467, -84.338826",,,,,,,,,,
,1962,"Letchworth Free Church, Letchworth Garden City, United Kingdom",,"51.977944, -0.224487",,,,,Norton Way S,Letchworth Garden City,Hertfordshire,England,SG6 1NX,United Kingdom
,1963,"Mount Moriah Primitive Baptist Church, Four Mile Community, Alabama","Four Mile Dr x Four Mile Church Rd, Anniston, AL 36206","33.760935, -85.774964",,,,,,,,,,
,1964,"Illinois State Sacred Harp Convention, Decatur, Illinois, September 18-19, 2004",,,,,,,,,,,,
,1966,"Shady Grove (Keeton Cemetery), Nauvoo (Walker County), Alabama","Keeton Cemetery Rd x Keeton Ln (near Slicklizzard Rd), Nauvoo, AL 35578","33.953091, -87.463703",,,,,,,,,,
,1967,"Smyrna Primitive Baptist Church, Goodwater, Alabama","Co Rd 83, Goodwater, AL 35072","33.051908, -86.019681",,,,,,,,,,
,1968,"Pastime Theatre, Winfield, Alabama","1052 US-43, Winfield, AL 35594","33.929200, -87.817303",http://49countynews.net/pastime/index.html,,,,,,,,,
1,1969,"Plymouth Congregational Church, Minneapolis, Minnesota","1900 Nicollet Ave S, Minneapolis, MN 55403","44.963811, -93.278839",http://plymouth.org/,,,,,,,,,
2,1969,"Town Hall - The Landing (formerly Murphy's Landing), Shakopee, Minnesota","2187 County Rd 101, Shakopee, MN 55379","44.803116, -93.492643",https://www.threeriversparks.org/parks/the-landing.aspx,,,,,,,,,
,1970,"Rocky Mountain High Sacred Harp Convention, Albuquerque, New Mexico, September 25-26, 2004",,,,,,,,,,,,
,1971,"Gum Pond Primitive Baptist Church, Eva, Alabama","Gum Pond Rd x Thompson Hollow, Eva, AL 35621","34.330782, -86.674134",,,,,,,,,,
,1972,"Shady Grove Primitive Baptist Church, Winston County, Alabama","Alabama Hwy 195 x County Rd 18, Double Springs, AL 35553","34.188949, -87.425988",,,,,,,,,,
,1973,"Old Village Church (Methodist Church), Newbury, Vermont","Chapel St. x Cross St., Newbury, VT 05051","44.079528, -72.059685",http://www.bu.edu/sthlibrary/archives/neccah/heritage-trails/,,,,,,,,,
,1974,"Wallin Studios, Montecito, California","895 Toro Canyon Rd., Montecito, CA 93108","34.447802, -119.562122",,,,,,,,,,
,1976,"Old Sardis Church, Lynn, Alabama","County Rd 17 (Yankee Trace), Lynn, AL 35565","34.085593, -87.538948",,,,,,,,,,
,1977,"Hopewell Primitive Baptist Church, Oneonta, Alabama","3681 Airport Rd, Altoona, AL 35952","33.965745, -86.374175",,,,,,,,,,
,1978,"New Orleans Baptist Theological Seminary - Sellers Music Building, New Orleans, Louisiana","3939 Gentilly Blvd, New Orleans, LA 70126","30.004435, -90.044436",http://nobts.edu/campusmap/default.html,Providence Place,,,,,,,,
,1980,"Muscadine Methodist Church, Muscadine, Alabama","County Rd 49 x County Rd 267 (North Side of town), Muscadine, AL 36269","33.734901, -85.386113",https://www.facebook.com/pages/Muscadine-Methodist-Church/1171874286287312,,,,,,,,,
,1981,"Chestnut Grove Baptist Church, Ider, Alabama","County Rd 651 x County Rd 743, Henagar, AL 35978","34.657826, -85.652685",http://www.chestnutgrovebc.com/directions-to-church.html,,,,,,,,,
,1982,"Old Flatwoods Primitive Baptist Church, Nauvoo (Walker County), Alabama","Old Flatwood Rd (off Co Rd 11), Nauvoo, AL 35578","33.953960, -87.496812",,,,,,,,,,
,1983,"Mars Hill Primitive Baptist Church, Cleburne County, Alabama","County Rd 65 x County Rd 234, Fruithurst, AL 36262","33.842339, -85.406071",http://roadsidethoughts.com/cem_map.htm?cem=Mars%20Hill%20Cemetery&lat=33.839548&lon=-85.402177&lsr=gn&st=Alabama&frm=Heflin&dir=NE&dst=16&frm=Heflin,,,,,,,,,
,1984,"Trinity Presbyterian Church, Columbia, Missouri","1600 Rollins Rd, Columbia, MO 65203","38.945543, -92.363324",http://trinity-presbyterian.org/,,,,,,,,,
,1985,"Unity Hall, Barneveld, New York","101 Vanderkemp Ave, Barneveld, NY 13304","43.274091, -75.189389",http://www.unityhall.com/,,,,,,,,,
,1986,"Mississippi Rising Ballroom, Portland, Oregon","833 N Shaver St, Portland, OR 97227","45.552250, -122.675215",http://media.portland.indymedia.org/media/2004/04/284766.pdf,,,,,,,,,
,1987,"Old County Line Church, Corner, Alabama","Old County Line Church Rd, Warrior, AL 35180","33.807181, -86.927940",,,,,,,,,,
,1988,"Rocky Mount Primitive Baptist Church, Arab, Alabama","Old Gunthersville Hwy off Hwy. 69, Arab, AL 35016","34.346525, -86.449990",,,,,,,,,,
,1989,"Embry Hills Methodist Church, Atlanta, Georgia","3304 Henderson Mill Rd, Chamblee, GA 30341","33.881414, -84.247379",,,,,,,,,,
,1990,"Jordan Chapel Methodist Church, Newell (Randolph County), Alabama","County Rd 408 x County Rd 47, Woodland, AL 36280","33.457472, -85.497258",,,,,,,,,,
,1991,"New Hope Primitive Baptist Church, Walker County, Alabama","Pineywoods/Sipsey Rd, Walker County, AL 35504","33.890958, -87.123045",,,,,,,,,,
,1992,"Friends’ Meetinghouse, Bloomington, Indiana","3820 E Moores Pike, Bloomington, IN 47401","39.149811, -86.481779",http://www.bloomingtonfriends.org/,,,,,,,,,
,1993,"Big Creek Primitive Baptist Church, Alpharetta, Georgia","4490 State Bridge Way, Alpharetta, GA 30005","34.059084, -84.229057",http://awesomealpharetta.com/locations/big-creek-primitive-baptist-church/,,,,,,,,,
,1994,"Emmaus Primitive Baptist Church, Carrollton, Georgia","2063 Oak Grove Church Rd, Carrollton, GA 30117","33.516981, -85.087110",,,,,,,,,,
,1995,"Pilgrim’s Rest Primitive Baptist Church, Attalla, Alabama","US-11 x Purin Rd, Attalla, AL 35954","33.994469, -86.135361",,,,,,,,,,
,1996,"Quaker House, Chicago, Illinois","5615 S Woodlawn Ave, Chicago, IL 60637","41.792801, -87.596164",http://www.57thstreetmeeting.org/,,,,,,,,,
,1997,"Holly Springs Primitive Baptist Church, Bremen, Georgia","Holly Springs Rd (Near I-20 x US Hwy 27), Bremen, GA 30117","33.683408, -85.149538",http://pbchurches.org/2008/12/05/holly-springs-primitive-baptist-church-bremen-georgia/,,,,,,,,,
,1998,"Mt. Ebron Church, Double Springs, Alabama","County Rd 25 x County Rd 4, Double Springs, AL 35553","34.117590, -87.444589",,,,,,,,,,
,1999,"Lebanon Primitive Baptist Church, Cordele, Georgia","Noble Gin Rd, Vienna, GA 31092","32.094499, -83.713056",,,,,,,,,,
,2000,"Old Knoxville Courthouse, Knoxville, Georgia","970 US-80, Knoxville, GA 31050","32.724432, -83.997938",,,,,,,,,,
,2001,"Folklore Village Farm - Plum Grove Church, Dodgeville, Wisconsin","3210 Co Rd BB, Dodgeville, WI 53533","42.969065, -90.021154",,,,,,,,,,
,2002,"Immanuel Baptist Church, Nashville, Tennessee","222 Belle Meade Blvd, Nashville, TN 37205","36.111741, -86.854000",http://www.ibcnashville.org/,,,,,,,,,
,2003,"First Primitive Baptist Church, Dallas, Texas","1920 Gross Road, Dallas, TX 75228","32.814519, -96.681822",http://www.primitivebaptist.org/index.php?option=com_content&task=view&id=1378&Itemid=67,,,,,,,,,
,2004,"St. Luke’s Church, Stapleford, Nottingham, United Kingdom",,"52.940387, -1.277259",,,,,Moorbridge Ln x Hartwood Dr,Stapleford,Nottinghamshire,England,NG9 8GT,United Kingdom
,2005,"Varina Masonic Lodge, Richmond, Virginia","1600 Burning Tree Rd, Richmond, VA 23231","37.465093, -77.387259",http://www.varinalodge.com/,,,,,,,,,
,2006,"Oak Hill Baptist Church, Oxford, Alabama","County Line Rd x Delisa Dr, Oxford, AL 36203","33.585194, -85.815858",,,,,,,,,,
,2007,"West Lane Methodist Church, Haworth, United Kingdom",,"53.832576, -1.959880",,,,,West Lane,Haworth,West Yorkshire,England,BD22,United Kingdom
,2008,"King School House (Mt. Vernon Baptist Church), Natural Bridge, Alabama","County Rd 357 (off US Hwy 278), Haleyville, AL 35565","34.103610,-87.572780",http://roadsidethoughts.com/cem_map.htm?cem=Mount%20Vernon%20Missionary%20Baptist%20Church%20Cemetery&lat=34.103610&lon=-87.572780&lsr=gn&st=Alabama&frm=Natural%20Bridge&dir=ENE&dst=1&frm=Natural%20Bridge,,,,,,,,,
,2009,"Harmony Primitive Baptist Church, Calhoun, Georgia","Harmony Church Rd, Calhoun, GA 30701","34.508210, -84.916419",http://pbchurches.org/2007/11/20/harmony-primitive-baptist-church-calhoun-georgia/,,,,,,,,,
,2010,"Mt. Pleasant Home Primitive Baptist Church, North Birmingham, Alabama","3120 29th Ave N, Birmingham, AL 35207","33.552354, -86.804256",,,,,,,,,,
,2014,"Antioch Baptist Church, Ider, Alabama","County Rd 783 x County Rd 141, Ider, AL 35981","34.750679, -85.628201",,,,,,,,,,
,2015,"Walnut Hills Christian Church, Cincinnati, Ohio","1438 E McMillan St, Cincinnati, OH 45206","39.125283, -84.478182",,,,,,,,,,
,2017,"Shady Grove Primitive Baptist Church, Winston County, Alabama","Alabama Hwy 195 x County Rd 18, Double Springs, AL 35553","34.188949, -87.425988",,,,,,,,,,
,2018,"Food Services Building (Z-6), Carrollton, Georgia","1601 Maple Street, Carrollton, GA 30118","33.572743, -85.105687",,,,,,,,,,
,2019,"Pleasant Grove Primitive Baptist Church, Boldo, Alabama","Arkedelphia Rd x Boldo Cemetery Rd, Boldo, AL 35504","33.853955, -87.185468",http://files.usgwarchives.net/al/walker/church/bp10pleasant.txt,,,,,,,,,
,2020,"Camp Ground Methodist Church, Cleburne County, Alabama","24581 Co Rd 49, Muscadine, AL 36269","33.770347, -85.413262",,,,,,,,,,
,2021,"Irish American Heritage Center, Chicago, Illinois","4626 N Knox Ave, Chicago, IL 60630","41.965317, -87.744410",http://irish-american.org/,,,,,,,,,
,2022,"St. Dunstan’s Episcopal Church, Auburn, Alabama","136 E Magnolia Ave, Auburn, AL 36830","32.606253, -85.480809",,,,,,,,,,
,2023,"Angels Gate Cultural Center, San Pedro, California","3601 S Gaffey St, San Pedro, CA 90731","33.713440, -118.293494",http://www.angelsgateart.org/,,,,,,,,,
,2024,"Chadds Ford Historical Society, Chadds Ford, Pennsylvania","1736 Creek Rd, Chadds Ford, PA 19317","39.875019, -75.592179",,,,,,,,,,
,2026,"Southwestern Baptist Theological Seminary - Cowden Hall, Fort Worth, Texas","Stanley Ave x Broadus St, Forth Worth, TX 76115","32.682829, -97.347316",http://admissions.swbts.edu/visit/,,,,,,,,,
,2027,"Liberty Church, Henagar, Alabama","1500 Liberty Rd, Henagar, AL 35978","34.651086, -85.757431",,,,,,,,,,
,2028,"Liberty Church (McCormick), Jefferson County, Alabama","7828 McCormick Rd, Dora, AL 35062","33.737918, -87.010312",,,,,,,,,,
,2030,"Jacksonville Community Center, Jacksonville, Alabama","Ladiga St SE x Chinabee Ave SE, Jacksonville, AL 36265","33.813785, -85.760119",,Now torn down,,,,,,,,
,2031,"Mt. Hope Baptist Church, Northeast of Sipsey, Alabama","5039 Campbellville Rd, Bremen, AL 35033","33.883750, -87.044944",,,,,,,,,,
,2032,"University of Chicago - Ida Noyes Hall, Chicago, Illinois","1212 E 59th St, Chicago, IL 60637","41.788046, -87.595566",https://maps.uchicago.edu/?location=Ida+Noyes+Hall,,,,,,,,,
,2033,"George W. Truett Theological Seminary, Waco, Texas","1100 S 3rd St, Waco, TX 76706","31.550529, -97.119754",http://www.baylor.edu/truett/,,,,,,,,,
,2035,"Rocky Mount Primitive Baptist Church, Daviston, Alabama","County Road 79 x County Road 80, Daviston, AL 36256","33.016557, -85.668546
",,,,,,,,,,
,2036,"University of Alabama - Wesley Foundation Methodist Student Center, Tuscaloosa, Alabama","505 9th St, Tuscaloosa, AL 35401","33.206828, -87.542662",http://bamawesley.org/,,,,,,,,,
,2037,"Cannon Chapel, Emory University, Atlanta, Georgia","515 S. Kilgo Circle, Atlanta, GA 30322","33.791380, -84.325102",,,,,,,,,,
,2038,"Oak Ridge Lodge - Mount Airy Forest, Cincinnati, Ohio","Mount Airy Forest, Cincinnati, OH 45223","39.167232, -84.558754",,,,,,,,,,
,2039,"Sunset Hill Community Center, Seattle, Washington","3003 NW 66th St, Seattle, WA 98117","47.676384, -122.396074",http://sunsethillcommunity.org/,,,,,,,,,
,2040,"Sardis Church, Lynn's Park (Walker County), Alabama","River Rd x Sardis Cemetery Rd, Cordova, AL 35550","33.798870, -87.146588",,Now known as Riverside Church,,,,,,,,
,2041,"St. John's Episcopal Church, Ithaca, New York","210 N Cayuga St, Ithaca, NY 14850","42.441128, -76.499491",http://stjohnsithaca.org/,,,,,,,,,
,2043,"South Knoll Elementary School, College Station, Texas","1220 Boswell St, College Station, TX 77840","30.600743, -96.317580",,,,,,,,,,
,2045,"First Methodist Church, Wayne, Michigan","3 Towne Square St, Wayne, MI 48184","42.281413, -83.385940",http://waynefirst.org/,,,,,,,,,
,2046,"Page-Walker Arts & History Center, Cary, North Carolina","119 Ambassador Loop, Cary, NC 27513","35.788714, -78.779455",,,,,,,,,,
,2047,"Ephesus School, Roopville, Georgia","24414 Georgia Hwy 100, Roopville, GA 30170","33.405675, -85.252988",,,,,,,,,,
,2048,"New Flatwoods Church, Nauvoo (Walker County), Alabama","New Flatwood Rd (between County Rd 11 & Jagger Rd), Nauvoo, AL 35578","33.946955, -87.488410",,,,,,,,,,
,2049,"Northampton Center for the Arts, Northampton, Massachusetts","17 New South St, Northampton, MA 01060","42.317183, -72.634324",,,,,,,,,,
,2050,"St. John’s United Church of Christ, Pinckney, Missouri","3890 State Highway 94, Pinckney Township, MO 63357","38.668303, -91.237424",www.tinyurl.com/pinckney,,,,,,,,,
,2052,"Oxford City Hall, Oxford, Mississippi","107 Courthouse Square, Oxford, MS 38655","34.366483, -89.517889",http://www.oxfordms.net/,,,,,,,,,
,2053,"Vineville United Methodist Church, Macon, Georgia","2045 Vineville Ave, Macon, GA 31204","32.843375, -83.651257",http://vinevillemethodist.com/,,,,,,,,,
,2055,"Pleasant Grove Primitive Baptist Church, Boldo, Alabama","Arkedelphia Rd x Boldo Cemetery Rd, Boldo, AL 35504","33.853955, -87.185468",http://files.usgwarchives.net/al/walker/church/bp10pleasant.txt,,,,,,,,,
,2056,"Weathersfield Center Meetinghouse, Weathersfield, Vermont","Weathersfield Center Rd, Weathersfield, VT 05151","43.379733, -72.465572",,,,,,,,,,
,2057,"Pine Grove Church, Collinsville, Alabama","County Rd 469, Collinsville, AL 35961","34.218074, -85.857076",,,,,,,,,,
,2059,"Shady Grove Primitive Baptist Church, Winston County, Alabama","Alabama Hwy 195 x County Rd 18, Double Springs, AL 35553","34.188949, -87.425988",,,,,,,,,,
,2060,"Emmaus Primitive Baptist Church, Carrollton, Georgia","2063 Oak Grove Church Rd, Carrollton, GA 30117","33.516981, -85.087110",,,,,,,,,,
,2061,"Sardis Church, Lynn's Park (Walker County), Alabama","River Rd x Sardis Cemetery Rd, Cordova, AL 35550","33.798870, -87.146588",,Now known as Riverside Church,,,,,,,,
,2062,"United Ministry Center, Terre Haute, Indiana","321 N 7th St, Terre Haute, IN 47807","39.470134, -87.406692",http://www.thunitedcampusministries.org/,,,,,,,,,
,2064,"Free Will Baptist Bible College, Nashville, Tennessee","3606 West End Ave, Nashville, TN 37205","36.134191, -86.827601",http://welch.edu/,now called Welch College,,,,,,,,
,2065,"St. Vincent Antiochian Orthodox Church, Omaha, Nebraska","2502 N 51st St, Omaha, NE 68104","41.281583, -95.992971",http://stvincentchurch.org/,,,,,,,,,
,2066,"Pohick Episcopal Church, Lorton, Virginia","9301 Richmond Hwy, Lorton, VA 22079","38.709015, -77.193882",http://www.pohick.org/,,,,,,,,,
,2066,"Great Falls Grange, Great Falls, Virginia","9818 Georgetown Pike, Great Falls, VA 22066","38.997689, -77.285634",http://www.fairfaxcounty.gov/parks/hprs/greatfalls.htm,,,,,,,,,
,2067,"Edwardsville Baptist Church, Edwardsville, Alabama","4062 Burton St, Heflin, AL 36264","33.706246, -85.508978",,,,,,,,,,
,2068,"Old Enon Church, Lynn, Alabama","County Rd 37 x County Rd 339, Lynn, AL 35575","34.059402, -87.501603",,,,,,,,,,
,2069,"Antioch Baptist Church, South of Tallapoosa, Georgia","1050 Old Hwy 100, Waco, GA 30182","33.661946, -85.283001",,,,,,,,,,
,2070,"State Line Church, Cleburne County (Near Muscadine), Alabama","County Rd 207 (between County Rd 69 and the Georgia State Line), Muscadine, AL 36269","33.755559, -85.363100",,,,,,,,,,
,2072,"New Orleans Baptist Theological Seminary - Sellers Music Building, New Orleans, Louisiana","3939 Gentilly Blvd, New Orleans, LA 70126","30.004435, -90.044436",http://nobts.edu/campusmap/default.html,Providence Place,,,,,,,,
,2074,"Blountsville Historical Park, Blountsville, Alabama","71374 Main St, Blountsville, AL 35031","34.106877, -86.565375",,,,,,,,,,
,2075,"Old County Line Church, Corner, Alabama","Old County Line Church Rd, Warrior, AL 35180","33.807181, -86.927940",,,,,,,,,,
,2076,"Rocky Mount Primitive Baptist Church, Arab, Alabama","Old Gunthersville Hwy off Hwy. 69, Arab, AL 35016","34.346525, -86.449990",,,,,,,,,,
,2077,"Smyrna Primitive Baptist Church, Goodwater, Alabama","Co Rd 83, Goodwater, AL 35072","33.051908, -86.019681",,,,,,,,,,
,2078,"Beneficent Congregational Church, Providence, Rhode Island","300 Weybosset St, Providence, RI 02903","41.820192, -71.413604",,,,,,,,,,
,2079,"Pine Grove Church, Collinsville, Alabama","County Rd 469, Collinsville, AL 35961","34.218074, -85.857076",,,,,,,,,,
,2080,"Old Harmony Primtive Baptist Church, Abernathy, Alabama","Co Rd 60, Abernathy, AL 36264","33.646132, -85.418326",,,,,,,,,,
,2081,"Oak Grove Primitive Baptist Church, Alpharetta, Georgia","Birmingham Rd x Freemanville Rd, Alpharetta, GA 30004","34.165021, -84.318133",,,,,,,,,,
,2082,"Synergy School, San Francisco, California","1387 Valencia St, San Francisco, CA 94110","37.750866, -122.420208",http://synergyschool.org/,,,,,,,,,
,2083,"Virginia Street Swedenborgian Church, Saint Paul, Minnesota","170 Virginia St, St Paul, MN 55102","44.946388, -93.114313",http://virginiastchurch.org/,,,,,,,,,
,2084,"Kegworth Village Hall, Leicestershire, United Kingdom",,"52.837755, -1.276204",https://www.hallshire.com/halls/view/1108/kegworth-village-hall,,,,Nottingham Rd,Kegworth,Leicestershire,England,DE74 2EH,United Kingdom
,2085,"Friendship Primitive Baptist Church, Haleyville, Alabama","County Road 23 (in between intersections with County Road 3217 and Violet Road), Haleyville, AL 35565","34.236831, -87.513971",,,,,,,,,,
,2086,"St. Michael Church, Cleburne County, Alabama","County Rd 14 x County Rd 40, Muscadine, AL 36269","33.815221, -85.406945",http://www.interment.net/data/us/al/cleburne/st_michael.htm,,,,,,,,,
,2087,"Old Madison Church Building - Burritt On The Mountain, Huntsville, Alabama","3101 Burritt Drive, Huntsville, AL 35801","34.716914, -86.538961",,,,,,,,,,
,2089,"Mount Zion Primitive Baptist Church, Ashland, Alabama","Clay County 5, Ashland, AL 36251","33.238271, -85.888454",,,,,,,,,,
,2090,"Old Shady Grove Church, Dutton, Alabama","County Rd 408, Dutton, AL 35740","34.598941, -85.944501",,,,,,,,,,
,2091,"Emmaus Primitive Baptist Church, Carrollton, Georgia","2063 Oak Grove Church Rd, Carrollton, GA 30117","33.516981, -85.087110",,,,,,,,,,
,2092,"Shady Grove (Keeton Cemetery), Nauvoo (Walker County), Alabama","Keeton Cemetery Rd x Keeton Ln (near Slicklizzard Rd), Nauvoo, AL 35578","33.953091, -87.463703",,,,,,,,,,
,2094,"Pisgah Presbyterian Church, Versailles (near Lexington), Kentucky","710 Pisgah Pike, Versailles, KY 40383","38.054219, -84.654533",http://pisgahchurch.org/,,,,,,,,,
,2095,"Oak Grove Primitive Baptist Church, Sylacauga, Alabama","Lander's Loop, Sylacauga, AL 35150","33.183288, -86.293089",,,,,,,,,,
,2096,"Shiloh Museum of Ozark History, Springdale, Arkansas","118 W Johnson Ave, Springdale, AR 72764","36.186748, -94.131894",http://www.shilohmuseum.org/,,,,,,,,,
,2097,"Old Flatwoods Primitive Baptist Church, Nauvoo (Walker County), Alabama","Old Flatwood Rd (off Co Rd 11), Nauvoo, AL 35578","33.953960, -87.496812",,,,,,,,,,
,2098,"Montclair Friends Meetinghouse, Montclair, New Jersey","289 Park St, Montclair, NJ 07043","40.833339, -74.204178",,,,,,,,,,
,2099,"Shoal Creek Primitive Baptist Church, Newton County, Georgia","Shoals Creek Church Rd x Hwy 229, Mansfield, GA 30055","33.548952, -83.686080",,,,,,,,,,
,2100,"Angels Gate Cultural Center, San Pedro, California","3601 S Gaffey St, San Pedro, CA 90731","33.713440, -118.293494",http://www.angelsgateart.org/,,,,,,,,,
,2101,"Providence Primitive Baptist Church, Vinemont, Alabama","County Rd 1428 x Country Rd 1435, Vinemont, AL 35179","34.270827, -86.811957",https://pbchurches.org/2007/11/27/providence-primitive-baptist-church-tallassee-alabama/,,,,,,,,,
,2102,"Harmony Church, Lawrenceburg, Tennessee","Flatwoods Rd x Little Shoal Creek, Lawrenceburg, TN 38456","35.297252, -87.319302",,,,,,,,,,
,2103,"Zion Hill Primitive Baptist Church, Douglas, Alabama","1901 Southerland Dr, Horton, AL 35980","34.165478, -86.368456",,,,,,,,,,
,2104,"Rocky Mount Primitive Baptist Church, Daviston, Alabama","County Road 79 x County Road 80, Daviston, AL 36256","33.016557, -85.668546",,,,,,,,,,
,2105,"Cane Creek Primitive Baptist Church, Cleburne County, Alabama","US-78, Heflin, AL 36264","33.687325, -85.526104",,,,,,,,,,
,2107,"Poplar Springs Baptist Church, Buchanan, Georgia","1151 Poplar Springs Church Rd, Buchanan, GA 30113","33.817598, -85.301690",https://www.facebook.com/poplarsprings37?rf=143316955691610,,,,,,,,,
,2108,"Gum Pond Primitive Baptist Church, Eva, Alabama","Gum Pond Rd x Thompson Hollow, Eva, AL 35621","34.330782, -86.674134",,,,,,,,,,
,2109,"Irish American Heritage Center, Chicago, Illinois","4626 N Knox Ave, Chicago, IL 60630","41.965317, -87.744410",http://irish-american.org/,,,,,,,,,
,2111,"Oakhurst Baptist Church, Decatur, Georgia","222 East Lake Dr, Decatur, GA 30030","33.763100, -84.310796",http://www.oakhurstbaptist.org/,,,,,,,,,
,2112,"Grace Church, Berryville, Virginia","Barnett St. x Church St., Berryville, VA 22611","39.152593, -77.980094",http://www.clarkeparish.org/default.asp,,,,,,,,,
,2113,"Holly Springs Primitive Baptist Church, Bremen, Georgia","Holly Springs Rd (Near I-20 x US Hwy 27), Bremen, GA 30117","33.683408, -85.149538",http://pbchurches.org/2008/12/05/holly-springs-primitive-baptist-church-bremen-georgia/,,,,,,,,,
,2114,"Liberty Church, Henagar, Alabama","1500 Liberty Rd, Henagar, AL 35978","34.651086, -85.757431",,,,,,,,,,
,2115,"Fellowship Primitive Baptist Church, Cullman County, Alabama","US Hwy 278 x County Rd 813, Cullman, AL 35057","34.194113, -86.956728",,,,,,,,,,
,2116,"Old Songs Community Arts Center, Voorheesville, New York","37 S Main St, Voorheesville, NY 12186","42.652592, -73.928945",http://oldsongs.org/,,,,,,,,,
,2117,"Salvation Army Citadel - Horseshoe Pond County Park, Maquoketa, Iowa","S Main St, Maquoketa, IA 52060","42.056100, -90.664012",http://landmarkhunter.com/200235-salvation-army-citadel/,,,,,,,,,
,2118,"Hopewell Primitive Baptist Church, Oneonta, Alabama","3681 Airport Rd, Altoona, AL 35952","33.965745, -86.374175",,,,,,,,,,
,2119,"Pleasant Hill Church (Johnson School House), Fayette County, Alabama","Pleasant Hill Loop, Eldridge, AL 35554","33.841299, -87.614917",,,,,,,,,,
,2120,"Alpharetta Municipal Building, Alpharetta, Georgia","2 S Main St, Alpharetta, GA 30009","34.075357, -84.294228",,Building was torn down sometime after 2012,,,,,,,,
,2121,"New Hope Primitive Baptist Church, Villa Rica, Georgia","200 Old Liberty Rd, Villa Rica, GA 30180","33.729666, -84.901310",,,,,,,,,,
,2122,"Unitarian Universalist Church, Birmingham, Alabama","4300 Hampton Heights Dr, Birmingham, AL 35209","33.468391, -86.834622",http://www.uucbham.org/,,,,,,,,,
,2123,"Addington Chapel, Bremen Community, Cullman County, Alabama","185 Co Rd 59, Cullman County, AL 35033","33.982804, -87.009103",,,,,,,,,,
,2124,"Exeter Friends Meeting, Douglassville, Pennsylvania","191 Meetinghouse Rd, Douglassville, PA 19518","40.313191, -75.784453",,,,,,,,,,
