multilocation_day_id,minutes_id,name,address,lat_long,url,notes,gps_lat,gps_long,address1,city,county,state_province,postal_code,country
,6030,"Island Park, Geneva, Illinois","2 E State St, Geneva, IL 60134","41.884087, -88.302289",http://www.genevaparks.org/_map/index.php,,,,,,,,,
,6031,"Haynes Creek Church, Rockdale County, Georgia","Fredricksberg Dr x Rosebud Rd, Loganville, GA 30052","33.824760, -83.961739",,,,,,,,,,
,6032,"Shiloh Primitive Baptist Church, South of Tallapoosa, Georgia","Shiloh Church Rd (in between Old Hwy 100 and Barge Tallapoosa Rd), Waco, GA 30182","33.660804, -85.278493",,,,,,,,,,
,6033,"Shoal Creek Church, North of Heflin, Alabama","County Rd 553 D, Fruithurst, AL 36262","33.775656, -85.564125",http://shoalcreekchurch.net/,,,,,,,,,
,6034,"Home of Clarissa Fetrow, Seattle, Washington","9037 Dibble Ave NW, Seattle, WA 98117","47.695373, -122.367692",,,,,,,,,,
,6035,"Community Center, Cape Meares, Oregon","5690 4th St NW, Tillamook, OR 97141","45.499010, -123.958727",http://www.capemeares.org/schoolhouse/building-use/,,,,,,,,,
,6036,"The Church of Greenville, Simpsonville, South Carolina","212 E Standing Springs Rd, Simpsonville, SC 29680","34.729082, -82.294777",,,,,,,,,,
,6038,"Fjellstedtska Skolan, Uppsala, Kingdom of Sweden",,"59.860811, 17.633174",https://www.google.com/maps/d/u/0/viewer?mid=1wJ3EkzPVzgfHEOSKhkTAdA2e6ww&ll=59.85347232231884%2C17.631874649999986&z=15,,,,Östra Ågatan 6,Uppsala,,,753 32,Sweden
,6039,"Performing Arts Studio, Emory University, Atlanta, Georgia","1804 N Decatur Rd, Atlanta, GA 30307","33.791133, -84.317163",,,,,,,,,,
,6040,"Texas Christian Church, Clinton, Illinois","8301 Texas Church Road, Clinton, IL 61727","40.103769, -88.964515",http://www.texaschristianchurch.org/,,,,,,,,,
,6041,"Finnish Evangelical Lutheran Mission, Jerusalem, Israel",,"31.783796, 35.224459",https://www.facebook.com/events/488191528399344/,,,,25 Shivtei Israel St,Jerusalem,,,,Israel
,6042,"John and Elsie Hollingsworth’s home, Ila, Georgia","1580 Adams-Clarke Rd, Ila, GA 30530","34.154792, -83.325485",,,,,,,,,,
,6043,"Brooklyn Friends Meetinghouse, Brooklyn, New York","110 Schermerhorn Street, Brooklyn, NY 11201","40.690025, -73.989510",https://www.latest.facebook.com/events/2356162407997843/,,,,,,,,,
,6044,"Rumsey Town Hall, Rumsey, California","14380 Manzanita St, Rumsey, CA 95679","38.888379, -122.237495",,,,,,,,,,
,6045,"The Trinity Centre, Bristol, United Kingdom",,"51.458048, -2.576028",https://www.3ca.org.uk/,,,,"Trinity Centre, Trinity Rd",Bristol,Bristol,,BS2 0NW,United Kingdom
,6046,"Shady Grove (Keeton Cemetery), Nauvoo (Walker County), Alabama","Keeton Cemetery Rd x Keeton Ln (near Slicklizzard Rd), Nauvoo, AL 35578","33.953091, -87.463703",,,,,,,,,,
,6047,"Smyrna Primitive Baptist Church, Goodwater, Alabama","Co Rd 83, Goodwater, AL 35072","33.051908, -86.019681",,,,,,,,,,
,6049,"Genesee Country Village & Museum, Mumford, New York","1410 Flint Hill Rd, Mumford, NY 14511","42.995976, -77.883610",https://z-m-www.facebook.com/events/346969906191247/,,,,,,,,,
,6050,"Gum Pond Primitive Baptist Church, Eva, Alabama","Gum Pond Rd x Thompson Hollow, Eva, AL 35621","34.330782, -86.674134",,,,,,,,,,
1,6052,"Olivet Congregational Church, St. Paul, Minnesota","1850 Iglehart Ave, St Paul, MN 55104","44.949115, -93.179043",http://www.olivetucc.net/,,,,,,,,,
2,6052,"Town Hall - The Landing (formerly Murphy's Landing), Shakopee, Minnesota","2187 County Rd 101, Shakopee, MN 55379","44.803116, -93.492643",https://www.threeriversparks.org/parks/the-landing.aspx,,,,,,,,,
,6053,"Shady Grove Primitive Baptist Church, Winston County, Alabama","Alabama Hwy 195 x County Rd 18, Double Springs, AL 35553","34.188949, -87.425988",,,,,,,,,,
,6054,"Cathedral Church of St. Mark, Salt Lake City, Utah","231 E 100 S, Salt Lake City, UT 84111","40.767738, -111.884760",,,,,,,,,,
,6056,"Poplar Springs Primitive Baptist Church, North of Bowdon, Carroll County, Georgia","Smithfield Rd, Bowdon, GA 30108","33.601645, -85.273984",,,,,,,,,,
,6057,"Fuller Cemetery, Ider, Alabama","County Rd 773 x AL Hwy 117, Ider, AL 35981","34.703276, -85.674127",,,,,,,,,,
,6060,"1870 Town Hall, Berlin, Massachusetts","12 Woodward Ave, Berlin, MA 01503","42.381965, -71.637233",,,,,,,,,,
,6061,"Hopewell Primitive Baptist Church, Oneonta, Alabama","3681 Airport Rd, Altoona, AL 35952","33.965745, -86.374175",,,,,,,,,,
,6062,"Liberty Hill Church, Barnesville, Georgia","Barnesville Jackson Rd, Milner, GA 30257","33.152612, -84.135991",,,,,,,,,,
,6063,"Dripping Spring Christian Church, Columbia, Missouri","2701 W Dripping Springs Rd, Columbia, MO 65202","39.086949, -92.374152",,,,,,,,,,
,6064,"Cochran Chapel United Methodist Church, Dallas, Texas","9027 Midway Rd, Dallas, TX 75209","32.862361, -96.836282",,,,,,,,,,
,6065,"First Universalist Church of Girard, Girard, Pennsylvania","107 Myrtle St, Girard, PA 16417","41.999008, -80.317710",http://www.girarduu.org/,,,,,,,,,
,6066,"Taylor United Methodist Church, Lafayette County, Mississippi","Tin Can Alley x Main St, Taylor, MS 38673","34.271724, -89.588511",,,,,,,,,,
,6067,"Muscadine Methodist Church, Muscadine, Alabama","County Rd 49 x County Rd 267 (North Side of town), Muscadine, AL 36269","33.734901, -85.386113",https://www.facebook.com/pages/Muscadine-Methodist-Church/1171874286287312,,,,,,,,,
,6068,"Arlington United Methodist Church, Nashville, Tennessee","1360 Murfreesboro Pike, Nashville, TN 37217","36.115671, -86.694166",,,,,,,,,,
,6069,"The Laurelhurst Club, Portland, Oregon","3721 SE Ankeny St, Portland, OR 97214","45.522880, -122.624680",thelaurelhurstclub.com,,,,,,,,,
,6070,"Andrew’s Chapel/Schoolhouse, Upson County, Georgia","Andrews Chapel Rd, Thomaston, GA 30286","32.901432, -84.223923",,,,,,,,,,
,6071,"Old County Line Church, Corner, Alabama","Old County Line Church Rd, Warrior, AL 35180","33.807181, -86.927940",,,,,,,,,,
,6072,"Holly Springs Primitive Baptist Church, Bremen, Georgia","Holly Springs Rd (Near I-20 x US Hwy 27), Bremen, GA 30117","33.683408, -85.149538",http://pbchurches.org/2008/12/05/holly-springs-primitive-baptist-church-bremen-georgia/,,,,,,,,,
,6073,"St. Peter’s By the Sea Episcopal Church, Sitka, Alaska","611 Lincoln St, Sitka, AK 99835","57.051377, -135.329727",http://stpeters-sitka.org/,,,,,,,,,
,6074,"Church of the Redeemer, Chestnut Hill, Massachusetts","379 Hammond St, Chestnut Hill, MA 02467","42.329798, -71.168018",http://www.redeemerchestnuthill.org/,,,,,,,,,
,6075,"Shiloh Meeting Hall, Springdale, Arkansas","121 W Huntsville Ave, Springdale, AR 72764","36.188093, -94.131421",http://www.shilohmuseum.org/about_us/campus.php,,,,,,,,,
,6076,"Mt. Oak Methodist Church, Arab, Alabama","Ruth Rd x Mt. Oak Rd, Arab, AL 35016","34.363246, -86.550633",,,,,,,,,,
,6077,"Fairview United Methodist Church, Bloomington, Indiana","600 W 6th St, Bloomington, IN 47404","39.167993, -86.540038",,,,,,,,,,
,6078,"Northlake Church of Christ, Tucker, Georgia","1625 Cooledge Rd, Tucker, GA 30084","33.829328, -84.235547",https://www.northlake.org/,,,,,,,,,
,6079,"London Double All-Day Singing, London, United Kingdom",,"51.569964, -0.149066",,,,,"Pond Square, South Grove, Highgate",London,,England,N6 6BA,United Kingdom
,6080,"Coweta County Courthouse, Newnan, Georgia","78 Greenville St, Newnan, GA 30263","33.369656, -84.798285",http://www.coweta.ga.us/,,,,,,,,,
,6081,"Emmaus Primitive Baptist Church, Carrollton, Georgia","2063 Oak Grove Church Rd, Carrollton, GA 30117","33.516981, -85.087110",,,,,,,,,,
,6082,"Quaker House, Chicago, Illinois","5615 S Woodlawn Ave, Chicago, IL 60637","41.792801, -87.596164",http://www.57thstreetmeeting.org/,,,,,,,,,
,6083,"Birch Community Centre, Manchester, United Kingdom",,"53.449980, -2.215617",https://www.facebook.com/events/birch-community-centre-brighton-grove-rusholme-manchester-m14-5jt/1st-manchester-all-day-singing/2041111246195031/,,,,Brighton Grove,Manchester,,England,M14 5JT,United Kingdom
,6084,"Old Sadsbury Friends Meeting, Christiana, Pennsylvania","1089 Simmontown Rd, Gap, PA 17527","39.970862, -75.990777",http://www.sadsburyfriendsmeeting.org/history/,,,,,,,,,
,6085,"Liberty Church (McCormick), Jefferson County, Alabama","7828 McCormick Rd, Dora, AL 35062","33.737918, -87.010312",,,,,,,,,,
,6086,"Holly Springs Primitive Baptist Church, Bremen, Georgia","Holly Springs Rd (Near I-20 x US Hwy 27), Bremen, GA 30117","33.683408, -85.149538",http://pbchurches.org/2008/12/05/holly-springs-primitive-baptist-church-bremen-georgia/,,,,,,,,,
,6087,"Mt. Ebron Church, Double Springs, Alabama","County Rd 25 x County Rd 4, Double Springs, AL 35553","34.117590, -87.444589",,,,,,,,,,
,6088,"Evangelical Lutheran Church, Mt. Horeb, Wisconsin","315 E Main St, Mt Horeb, WI 53572","43.008414, -89.735245",http://elcmthoreb.org/,,,,,,,,,
,6089,"The Old Meeting House, Granville, Massachusetts","683 Main Rd, Granville, MA 01034","42.066730, -72.878266",http://mass.historicbuildingsct.com/?p=1837,,,,,,,,,
,6090,"Genezareth Church, Berlin, Germany",,"52.477139, 13.422084",https://www.facebook.com/events/893951807642404/,,,,Herrfurthplatz 14,Berlin,,,12049,Germany
,6091,"United Methodist Church, Davis, California","1620 Anderson Rd, Davis, CA 95616","38.556961, -121.757924",http://www.davisumc.org/,,,,,,,,,
,6092,"Immanuel Baptist Church, Nashville, Tennessee","222 Belle Meade Blvd, Nashville, TN 37205","36.111741, -86.854000",http://www.ibcnashville.org/,,,,,,,,,
,6093,"Historic St. John’s Church, Richmond, Virginia","2401 E Broad St, Richmond, VA 23223","37.531331, -77.419667",http://saintjohnsrichmond.org/,,,,,,,,,
,6094,"Stapleford Baptist Church, Albert St, Stapleford, Nottingham, United Kingdom",,"52.930805, -1.272840",https://www.facebook.com/events/480968572403443/,,,,Albert St,Stapleford,Nottinghamshire,England,NG9 8DB,United Kingdom
,6095,"Ikebukuro Anglican Church, Tokyo, Japan",,"35.732289, 139.700278",http://www.nskk.org/tokyo/church/ikebukuro/,,,,5 Chome-24-5 Nishiikebukuro,Tōkyō-to,Toshima-ku,,171-0021,Japan
,6096,"Oak Hill Baptist Church, Oxford, Alabama","County Line Rd x Delisa Dr, Oxford, AL 36203","33.585194, -85.815858",,,,,,,,,,
,6099,"Dunmore East Christian Fellowship Hall, Dunmore East, County Waterford, Ireland",,"52.154896, -7.030885",http://www.anabaptistireland.org/,,,,,Dunmore East,Waterford,,,Ireland
,6100,"Holly Springs Primitive Baptist Church, Bremen, Georgia","Holly Springs Rd (Near I-20 x US Hwy 27), Bremen, GA 30117","33.683408, -85.149538",http://pbchurches.org/2008/12/05/holly-springs-primitive-baptist-church-bremen-georgia/,,,,,,,,,
,6101,"White Schoolhouse, Lawrence, Kansas","1510 N 3rd St, Lawrence, KS 66044","38.999049, -95.232849",http://www.whiteschoolhouse.com/,,,,,,,,,
,6102,"First Presbyterian Church, Wetumpka, Alabama","100 W Bridge St, Wetumpka, AL 36092","32.539426, -86.208845",http://www.fpcwetumpka.com/,,,,,,,,,
,6103,"West Lane Methodist Church, Haworth, United Kingdom",,"53.832576, -1.959880",,,,,West Lane,Haworth,West Yorkshire,England,BD22,United Kingdom
,6104,"King School House (Mt. Vernon Baptist Church), Natural Bridge, Alabama","County Rd 357 (off US Hwy 278), Haleyville, AL 35565","34.103610,-87.572780",http://roadsidethoughts.com/cem_map.htm?cem=Mount%20Vernon%20Missionary%20Baptist%20Church%20Cemetery&lat=34.103610&lon=-87.572780&lsr=gn&st=Alabama&frm=Natural%20Bridge&dir=ENE&dst=1&frm=Natural%20Bridge,,,,,,,,,
,6105,"Robert Emmet Community Centre, Usher St, Merchants Quay, Dublin, Ireland",,"53.345356, -6.279213",https://www.facebook.com/events/281592292650466/,,,,Usher St,Dublin,,,8,Ireland
,6107,"Jordans Village Hall, Jordans - Buckinghamshire, United Kingdom",,"51.614015, -0.596353",https://www.hallshire.com/halls/view/3491/jordans-village-hall,,,,Green W Rd,Beaconsfield,Buckinghamshire,England,HP9 2SY,United Kingdom
,6108,"Eugene Fitzgerald Student Center, Jefferson State Community College (Jefferson Campus), Birmingham, Alabama","2601 Carson Rd, Birmingham, AL 35215","33.653620, -86.707432",http://www.jeffersonstate.edu/,,,,,,,,,
,6111,"Christ The King Lutheran Church, Houston, Texas","2353 Rice Boulevard, Houston, TX 77005","29.717225, -95.413000",,,,,,,,,,
,6112,"Concord Primitive Baptist Church, Winfield, Alabama","575 County Highway 173, Winfield, AL 35594","33.944158, -87.794022",,,,,,,,,,
,6113,"Mt. Zion Methodist Church, Harrodsburg, Kentucky","Lexington Rd (Hwy 68), Harrodsburg, KY 40330","37.839942, -84.725402",,,,,,,,,,
,6115,"St. John’s Historic Church, Rutherfordton, North Carolina","316 N Main St, Rutherfordton, NC 28139","35.371375, -81.956101",,,,,,,,,,
,6116,"Eldridge Farm, near Orleans, Indiana","1194 State Highway 337, Orleans, IN 47452","38.575125, -86.310474",,,,,,,,,,
,6117,"Home of Raymond and Linda Patton, Henagar, Alabama","3858 County Road 134, Henagar, AL 35987","34.671036, -85.733008",,,,,,,,,,
,6119,"Unitarian Church, Cork, Ireland",,"51.897651, -8.473776",http://www.unitarianchurchcork.com/,,,,Princes St,Cork,County Cork,Munster,,Ireland
,6120,"Antioch Baptist Church, Ider, Alabama","County Rd 783 x County Rd 141, Ider, AL 35981","34.750679, -85.628201",,,,,,,,,,
,6121,"Harriet Beecher Stowe House, Cincinnati, Ohio","2950 Gilbert Ave, Cincinnati, OH 45206","39.133153, -84.487344",http://stowehousecincy.org/index.html,,,,,,,,,
,6122,"Old Felta Schoolhouse, Healdsburg, California","1201 Felta Rd, Healdsburg, CA 95448","38.580637, -122.881133",,,,,,,,,,
,6123,"Holy Trinity Church, Mapperley, Derbyshire, United Kingdom",,"52.981831, -1.353655",,,,,Mapperley,Ilkeston,Derbyshire,England,DE7,United Kingdom
,6124,"Cappella am Osterdeich, Bremen, Germany",,"53.068991, 8.833232",,,,,Osterdeich 70a,Bremen,,,28205,Germany
,6125,"Shady Grove Primitive Baptist Church, Winston County, Alabama","Alabama Hwy 195 x County Rd 18, Double Springs, AL 35553","34.188949, -87.425988",,,,,,,,,,
,6126,"Pleasant Grove Primitive Baptist Church, Boldo, Alabama","Arkedelphia Rd x Boldo Cemetery Rd, Boldo, AL 35504","33.853955, -87.185468",http://files.usgwarchives.net/al/walker/church/bp10pleasant.txt,,,,,,,,,
1,6127,"St. Luke Assembly of God, New Orleans, Louisiana","2201 Franklin Ave, New Orleans, LA 70117","29.980438, -90.048211",http://www.stlukenola.org/,,,,,,,,,
2,6127,"Peter and Paul’s Church, New Orleans, Louisiana","2317 Burgundy St, New Orleans, LA 70117","29.966863, -90.055216",http://www.hotelpeterandpaul.com/,actual a hotel?,,,,,,,,
,6128,"Kilbourn Park Fieldhouse, Chicago, Illinois","3501 N Kilbourn Ave, Chicago, IL 60641","41.944741, -87.738607",,,,,,,,,,
,6129,"Camp Ground Methodist Church, Cleburne County, Alabama","24581 Co Rd 49, Muscadine, AL 36269","33.770347, -85.413262",,,,,,,,,,
,6130,"First Presbyterian Church, Auburn, Alabama","143 E Thach Ave, Auburn, AL 36830","32.604725, -85.480536",http://www.fpcauburn.org/,,,,,,,,,
,6131,"Angels Gate Cultural Center, San Pedro, California","3601 S Gaffey St, San Pedro, CA 90731","33.713440, -118.293494",http://www.angelsgateart.org/,,,,,,,,,
,6133,"Home of Mark and Lori Graber, Delavan, Illinois","24666 Armington Road, Delavan, IL 61734","40.337624, -89.459317",,,,,,,,,,
,6134,"Brunswick Uniting Church Hall, Melbourne, Australia",,"-37.772616, 144.961492",,,,,214 Sydney Rd,Brunswick,,VIC,3056,Australia
,6135,"Keystone Sacred Harp Convention, The Rotunda, Philadelphia, Pennsylvania","4014 Walnut St, Philadelphia, PA 19104","39.953804, -75.203709",http://www.therotunda.org/,,,,,,,,,
,6138,"Wesley Foundation Student Center, Jacksonville, Alabama","510 Pelham Rd N, Jacksonville, AL 36265","33.819758, -85.762041",http://www.jsuwesley.org/,,,,,,,,,
,6139,"George W. Truett Theological Seminary, Waco, Texas","1100 S 3rd St, Waco, TX 76706","31.550529, -97.119754",,,,,,,,,,
,6140,"Friends Meeting House, Falmouth, Massachusetts","572 W Falmouth Hwy, Falmouth, MA 02540","41.601097, -70.636416",http://www.capecodquakers.org/falmouth.html,,,,,,,,,
,6141,"Cannon Chapel, Emory University, Atlanta, Georgia","515 S. Kilgo Circle, Atlanta, GA 30322","33.791380, -84.325102",,,,,,,,,,
,6143,"Liberty Church (McCormick), Jefferson County, Alabama","7828 McCormick Rd, Dora, AL 35062","33.737918, -87.010312",,,,,,,,,,
,6144,"Rocky Mount Primitive Baptist Church, Daviston, Alabama","County Road 79 x County Road 80, Daviston, AL 36256","33.016557, -85.668546",,,,,,,,,,
,6145,"University Church of Christ, Tuscaloosa, Alabama","1200 Julia Tutwiler Dr, Tuscaloosa, AL 35404","33.214027, -87.522213",http://www.universitycofc.org/,,,,,,,,,
,6146,"Florence Singing, St. James Church, Florence, Italy",,"43.776647, 11.243515",https://stjames.it/,,,,Via Bernardo Rucellai 15,Firenze,,,50123,Italy
,6147,"University of Chicago - Ida Noyes Hall, Chicago, Illinois","1212 E 59th St, Chicago, IL 60637","41.788046, -87.595566",https://maps.uchicago.edu/?location=Ida+Noyes+Hall,,,,,,,,,
,6148,"Ballard Homestead, Seattle, Washington","6541 Jones Ave NW, Seattle, WA 98117","47.677053, -122.386764",http://www.ballardhomestead.org/,,,,,,,,,
,6149,"Food Services Building (Z-6), Carrollton, Georgia","1601 Maple Street, Carrollton, GA 30118","33.572743, -85.105687",,,,,,,,,,
,6150,"Burren Smokehouse, Lisdoonvarna, County Clare, Ireland",,"53.028084, -9.292014",http://www.irisholdtime.com/old%20time%20gathering.htm,confirmed with Kevin Kennedy,,,Kincora Rd,Lisdoonvarna,Clare,,,Ireland
,6151,"Wisewood Methodist Church, Wisewood, Sheffield, United Kingdom",,"53.408244, -1.518296",https://www.wisewoodmethodist.co.uk/,,,,Ben Ln,Sheffield,South Yorkshire,England,S6 4SB,United Kingdom
,6152,"Coker United Methodist Church, San Antonio, Texas","231 E North Loop Rd, San Antonio, TX 78216","29.555327, -98.491315",,,,,,,,,,
,6154,"Elmore Center United Methodist Church, near Gordo, Alabama","Elmore Center Church Rd (County Roads 9 and 21), Gordo, AL 35466","33.279394, -87.907044",,,,,,,,,,
,6155,"Emmaus Primitive Baptist Church, Thomaston, Georgia","110 Mill Race Rd, Thomaston, GA 30286","32.897423, -84.343839",,,,,,,,,,
,6156,"St. Maries of the Isles School, Cork, Ireland",,"51.894982, -8.480740",http://www.stmariesps.ie/,,,,Bishop Street,Cork,County Cork,Munster,,Ireland
,6157,"First Lutheran Church, Cincinnati, Ohio","1208 Race St, Cincinnati, OH 45202","39.108491, -84.516232",http://www.firstlutherancincy.org/,,,,,,,,,
,6158,"Sonora Co-Housing, Tucson, Arizona","501 E Roger Rd, Tucson, AZ 85705","32.280366, -110.962704",http://sonoracohousing.com/coho/,,,,,,,,,
,6159,"Ephesus School, Roopville, Georgia","24414 Georgia Hwy 100, Roopville, GA 30170","33.405675, -85.252988",,,,,,,,,,
,6160,"St. Andrews Uniting Church, Kyneton, Victoria, Australia",,"-37.246132, 144.451609",,,,,54 Ebden St,Kyneton,,VIC,3444,Australia
,6161,"Woman’s Club of Olympia, Olympia, Washington","1002 Washington St SE, Olympia, WA 98501","47.039790, -122.899392",http://www.womansclubofolympia.org/,,,,,,,,,
,6162,Union Primitive Baptist Church,"204 GA-101, Temple, GA 30179","33.840295, -84.982628",,,,,,,,,,
,6163,"St. John’s United Church of Christ, Pinckney, Missouri","3890 State Highway 94, Pinckney Township, MO 63357","38.668303, -91.237424",www.tinyurl.com/pinckney,,,,,,,,,
1,6164,"Pullen Memorial Baptist Chapel, Raleigh, North Carolina","1801 Hillsborough St, Raleigh, NC 27605","35.785069, -78.660995",,,,,,,,,,
2,6164,"Camp New Home, Fleming Lodge, Chapel Hill","4805 NC-86, Chapel Hill, NC 27516","36.009873, -79.072877",https://pinecone.org/events/2019-north-carolina-sacred-harp-convention-chapel-hill,,,,,,,,,
,6165,"Northampton Center for the Arts, Northampton, Massachusetts","33 Hawley St, Northampton, MA 01060","42.319745, -72.62650",http://www.nohoarts.org/,,,,,,,,,
,6166,"Powerhouse Community Arts Center, Oxford, Mississippi","413 S 14th St, Oxford, MS 38655","34.364413, -89.517299",www.oxfordarts.com/,,,,,,,,,
,6168,"Second Presbyterian Church, Spartanburg, South Carolina","438 N Church St, Spartanburg, SC 29303","34.957202, -81.938109",http://www.secondspartanburg.org/,,,,,,,,,
,6169,"Staplefield Village Hall, Crawley, Sussex, United Kingdom",,"51.036759, -0.179271",http://www.anstystaplefield-pc.gov.uk/Core/Ansty-and-Staplefield-Parish-Council/Pages/Local_Amenities_Clubs_and_Events_1.aspx,,,,Cuckfield Rd,Haywards Heath,West Sussex,England,RH17 6ET,United Kingdom
,6170,"The Log House, Double Springs, Alabama","277 Cagle Rd, Double Springs, AL 35553","34.157476, -87.392035",,confirmed with Nicholas Thompson,,,,,,,,
,6171,"Dispersed Harmony Online Singing \n During THE Covid-19 Pandemic, Part 1, “Dispersed Harmony” Facebook Group",,,,,,,,,,,,
,6172,"Pittsburgh Regional Sacred Harp Singing, Cross Roads Presbyterian Church, Monroeville, Pennsylvania",,,,,,,,,,,,
,6173,"Vermont Virtual Sacred Harp Singing, Huntington, Vermont",,,,,,,,,,,,
,6174,"Potomac River Singing Convention, Cherrydale Fire Hall, Arlington, Virginia",,,,,,,,,,,,
,6175,"Edwardsville Baptist Church Singing, Edwardsville, Cleburne County, Alabama",,,,,,,,,,,,
,6176,"Elder Homer Benefield, Katherine Benefield, \n and Mildred Johnson Memorial, Shiloh Primitive Baptist Church, Tallapoosa, Georgia",,,,,,,,,,,,
,6177,"State Line Church, Near Muscadine, Cleburne County, Alabama",,,,,,,,,,,,
,6178,"Easter Singing, Facebook",,,,,,,,,,,,
,6179,"Old Harmony Primitive Baptist Church Singing, Abernathy, Cleburne County, Alabama",,,,,,,,,,,,
,6180,"East Midlands Sacred Harp Convention, (Cancelled)",,,,,,,,,,,,
,6181,"Alewine-Laminack Memorial Singing, St. Michael Lutheran Church, Cleburne County, Alabama",,,,,,,,,,,,
,6182,"Kentucky State Sacred Harp Singing (Cancelled), Pisgah Presbyterian Church, Versailles, Kentucky",,,,,,,,,,,,
,6183,"Cane Creek Primitive Baptist Church, Heflin, Cleburne County, Alabama",,,,,,,,,,,,
,6184,"Holly Springs Primitive Baptist Church, Bremen, Georgia","Holly Springs Rd (Near I-20 x US Hwy 27), Bremen, GA 30117","33.683408, -85.149538",http://pbchurches.org/2008/12/05/holly-springs-primitive-baptist-church-bremen-georgia/,,,,,,,,,
,6185,"Gum Pond Singing, Gum Pond Primitive Baptist Church, Morgan County, Alabama",,,,,,,,,,,,
,6187,"Holly Springs Primitive Baptist Church, Bremen, Georgia","Holly Springs Rd (Near I-20 x US Hwy 27), Bremen, GA 30117","33.683408, -85.149538",http://pbchurches.org/2008/12/05/holly-springs-primitive-baptist-church-bremen-georgia/,,,,,,,,,
,6188,"North Carolina Small Group, June-November, 2020, Various Locations in North Carolina",,,,,,,,,,,,
,6189,"Sides Home Singing, Jasper, Alabama",,,,,,,,,,,,
,6190,"Hopewell Primitive Baptist Church, Ephesus, Georgia","Hopewell Rd, Roopville, GA 30170","33.401821, -85.220497",,,,,,,,,,
,6191,"Oxford Singing, Botley Women’s Institute Hall, Oxford, United Kingdom",,,,,,,,,,,,
,6192,"Michiana Singing, Fairview Grange, Goshen, Indiana",,,,,,,,,,,,
,6193,"Mt. Zion Memorial Singing, Mt. Zion, Georgia",,,,,,,,,,,,
,6194,"Wilson’s Chapel, Carrollton (Cross Plains Community), Georgia","272 Hutcheson Ferry Rd, Whitesburg, GA 30185","33.556988, -84.966111",https://www.facebook.com/WilsonsChapel/timeline?ref=page_internal,,,,,,,,,
,6195,"St. Paul’s Church Hall, Winchester, United Kingdom",,"51.066703, -1.321208",,,,,St Paul's Hill,Winchester,,England,SO22 5AB,United Kingdom
,6197,"Rome Midway Primitive Baptist Church, Armuchee, Georgia","Martha Berry Hwy (US-27), Armuchee, GA 30105","34.379148, -85.174968",,,,,,,,,,
,6199,"Tempelhofer Feld, Berlin, Germany",,"52.478457, 13.414889",https://www.facebook.com/events/234626687669860/,,,,,Berlin,,,12049,Germany
,6200,"Central Ontario Sacred Harp Convention, Friends House, Toronto, Ontario, \n and Detweiler Meetinghouse, Roseville, Ontario",,,,,,,,,,,,
,6201,"Palo Alto Singing \n and Marian Bush Memorial Singing, Unitarian Universalist Church of Palo Alto, Palo Alto, California",,,,,,,,,,,,
,6203,"New Providence Primitive Baptist Church, Ringgold, Louisiana","Bienville Rd (LA 154), Ringgold, LA 71068","32.329985, -93.258036",,,,,,,,,,
1,6204,"Alte Pinakothek, Munich, Germany",,"48.147463, 11.569876",,from Facebook post on Sacred Harp Munich group,,,Gabelsbergerstraße & Barer Straße,München,,,80333,Germany
2,6204,"St. Markus Church, Munich, Germany",,"48.146137, 11.574379",,from Facebook post on Sacred Harp Munich group,,,Gabelsbergerstraße 6,München,,,80333,Germany
,6205,"Shiloh-Little Vine Singing, Shiloh Primitive Baptist Church, Tallapoosa, Georgia",,,,,,,,,,,,
,6206,"Labor Day Singing, Shoal Creek Church, Cleburne County, Alabama",,,,,,,,,,,,
,6207,"The Church of Greenville, Simpsonville, South Carolina","212 E Standing Springs Rd, Simpsonville, SC 29680","34.729082, -82.294777",,,,,,,,,,
,6208,"United Kingdom Sacred Harp Convention, Cancelled Due to Covid-19 Pandemic",,,,,,,,,,,,
,6209,"Minnesota State Sacred Harp Singing Convention, Online",,,,,,,,,,,,
,6211,"Poplar Springs Primitive Baptist Church, North of Bowdon, Carroll County, Georgia","Smithfield Rd, Bowdon, GA 30108","33.601645, -85.273984",,,,,,,,,,
,6212,"Roberta Civic Center, Roberta, Georgia","93 S Mathews St, Roberta, GA 31078","32.717497, -84.009663",,,,,,,,,,
,6213,"State Line Church, Cleburne County (Near Muscadine), Alabama","County Rd 207 (between County Rd 69 and the Georgia State Line), Muscadine, AL 36269","33.755559, -85.363100",,,,,,,,,,
,6214,"Centre Jean Richepin, Clermont-Ferrand, France",,"45.781720, 3.085894",,,,,15 rue Jean Richepin,Clermont-Ferrand,,,63000,France
,6215,"Laurelhurst Park, Portland, Oregon","3721 SE Ankeny St, Portland, OR 97214","45.522221, -122.624383",,confirmed with Nancy Novotny and Chris Noren,,,,,,,,
,6216,"Andrew’s Chapel/Schoolhouse, Upson County, Georgia","Andrews Chapel Rd, Thomaston, GA 30286","32.901432, -84.223923",,,,,,,,,,
,6218,"Old County Line Church, Corner, Alabama","Old County Line Church Rd, Warrior, AL 35180","33.807181, -86.927940",,,,,,,,,,
,6219,"Emmaus Primitive Baptist Church, Carrollton, Georgia","2063 Oak Grove Church Rd, Carrollton, GA 30117","33.516981, -85.087110",,,,,,,,,,
,6220,"Liberty Church (McCormick), Jefferson County, Alabama","7828 McCormick Rd, Dora, AL 35062","33.737918, -87.010312",,,,,,,,,,
