multilocation_day_id,minutes_id,name,address,lat_long,url,notes,gps_lat,gps_long,address1,city,county,state_province,postal_code,country
,7332,"Hopewell Primitive Baptist Church, Oneonta, Alabama","3681 Airport Rd, Altoona, AL 35952","33.965745, -86.374175",,,33.965745,-86.374175,3681 Airport Rd,Altoona,,AL,35952,USA
,7507,"Hopewell Primitive Baptist Church, Oneonta, Alabama","3681 Airport Rd, Altoona, AL 35952","33.965745, -86.374175",,,33.965745,-86.374175,3681 Airport Rd,Altoona,,AL,35952,USA
,7335,"George Wallace Senior Citizen Center, Glencoe, Alabama","407 Hollingsworth Park Lane, Glencoe, AL 35905","33.956079, -85.925005",,,33.956079,-85.925005,407 Hollingsworth Park Lane,Glencoe,,AL,35905,USA
,7512,"George Wallace Senior Citizen Center, Glencoe, Alabama","407 Hollingsworth Park Lane, Glencoe, AL 35905","33.956079, -85.925005",,,33.956079,-85.925005,407 Hollingsworth Park Lane,Glencoe,,AL,35905,USA
,7576,"George Wallace Senior Citizen Center, Glencoe, Alabama","407 Hollingsworth Park Lane, Glencoe, AL 35905","33.956079, -85.925005",,,33.956079,-85.925005,407 Hollingsworth Park Lane,Glencoe,,AL,35905,USA
,7338,"Lyndale Congregational Church, Minnesota","810 W 31st St, Minneapolis, MN 55408","44.946937, -93.289697",,,44.946937,-93.289697,810 W 31st St,Minneapolis,,MN,55408,USA
,7360,"Dorey Recreation Center, Henrico, Virginia","2999 Darbytown Road, Henrico, VA 23231","37.469185, -77.335986",,,37.469185,-77.335986,2999 Darbytown Road,Henrico,,VA,23231,USA
,7374,"Camp Ground Methodist Church, Cleburne County, Alabama","24581 Co Rd 49, Muscadine, AL 36269","33.770347, -85.413262",,,33.770347,-85.413262,24581 Co Rd 49,Muscadine,,AL,36269,USA
,7550,"Camp Ground Methodist Church, Cleburne County, Alabama","24581 Co Rd 49, Muscadine, AL 36269","33.770347, -85.413262",,,33.770347,-85.413262,24581 Co Rd 49,Muscadine,,AL,36269,USA
,7385,"Northminster Presbyterian Church, Columbus, Ohio","203 King Avenue, Columbus, OH 43201","39.990166, -83.011660",,,39.990166,-83.011660,203 King Avenue,Columbus,,OH,43201,USA
,7392,"Ephesus School, Roopville, Georgia","24414 Georgia Hwy 100, Roopville, GA 30170","33.405675, -85.252988",,,33.405675,-85.252988,24414 Georgia Hwy 100,Roopville,,GA,30170,USA
,7411,"Harpeth Presbyterian Church, Brentwood, Tennessee","3077 Hillsboro Rd, Brentwood, TN 37027","36.043718, -86.866527",,,36.043718,-86.866527,3077 Hillsboro Rd,Brentwood,,TN,37027,USA
,7583,"Harpeth Presbyterian Church, Brentwood, Tennessee","3077 Hillsboro Rd, Brentwood, TN 37027","36.043718, -86.866527",,,36.043718,-86.866527,3077 Hillsboro Rd,Brentwood,,TN,37027,USA
,7452,"Ebenezer Primitive Baptist Church, Dunwoody, Georgia","7325 Roberts Dr, Dunwoody, GA 30350","33.970467, -84.338826",,,33.970467,-84.338826,7325 Roberts Dr,Dunwoody,,GA,30350,USA
,7540,"Oak Grove Primitive Baptist Church, Sylacauga, Alabama","Lander's Loop, Sylacauga, AL 35150","33.183288, -86.293089",,,33.183288,-86.293089,Lander's Loop,Sylacauga,,AL,35150,USA
,7717,"Oak Grove Primitive Baptist Church, Sylacauga, Alabama","Lander's Loop, Sylacauga, AL 35150","33.183288, -86.293089",,,33.183288,-86.293089,Lander's Loop,Sylacauga,,AL,35150,USA
,7486,"Pine Grove Church, Collinsville, Alabama","County Rd 469, Collinsville, AL 35961","34.218074, -85.857076",,,34.218074,-85.857076,County Rd 469,Collinsville,,AL,35961,USA
,7488,"Camp Creek Primitive Baptist Church, Lilburn, Georgia","310 Camp Creek Rd SW, Lilburn, GA 30047","33.875889, -84.127826",,,33.875889,-84.127826,310 Camp Creek Rd SW,Lilburn,,GA,30047,USA
,7511,"Old Flatwoods Primitive Baptist Church, Nauvoo (Walker County), Alabama","Old Flatwood Rd (off Co Rd 11), Nauvoo, AL 35578","33.953960, -87.496812",,,33.953960,-87.496812,Old Flatwood Rd (off Co Rd 11),Nauvoo,,AL,35578,USA
,7549,"Food Services Building (Z-6), Carrollton, Georgia","1601 Maple Street, Carrollton, GA 30118","33.572743, -85.105687",,,33.572743,-85.105687,1601 Maple Street,Carrollton,,GA,30118,USA
,7653,"Ebenezer Primitive Baptist Church, Dunwoody, Georgia","7325 Roberts Dr, Dunwoody, GA 30350","33.970467, -84.338826",,,33.970467,-84.338826,7325 Roberts Dr,Dunwoody,,GA,30350,USA
,7371,"College Hill Christian Church, Cincinnati, Ohio","1631 Marlowe Ave, Cincinnati, OH 45224","39.199656, -84.548771",,,39.199656,-84.548771,1631 Marlowe Ave,Cincinnati,,OH,45224,USA
,7470,"College Hill Christian Church, Cincinnati, Ohio","1631 Marlowe Ave, Cincinnati, OH 45224","39.199656, -84.548771",,,39.199656,-84.548771,1631 Marlowe Ave,Cincinnati,,OH,45224,USA
,7547,"College Hill Christian Church, Cincinnati, Ohio","1631 Marlowe Ave, Cincinnati, OH 45224","39.199656, -84.548771",,,39.199656,-84.548771,1631 Marlowe Ave,Cincinnati,,OH,45224,USA
,7376,San Francisco Women's Building,"3543 18th St #8, San Francisco, CA 94110","37.761521, -122.422652",,,37.761521,-122.422652,3543 18th St #8,San Francisco,,CA,94110,USA
,7375,Indian Boundary Park,"2500 W Lunt Ave, Chicago, IL 60645","42.008989, -87.692586",,,42.008989,-87.692586,2500 W Lunt Ave,Chicago,,IL,60645,USA
,7387,"Bethlehem Lutheran Church, Portland, Oregon","1244 NE Cesar E Chavez Blvd, Portland, OR 97232","45.532282, -122.622589",,,45.532282,-122.622589,1244 NE Cesar E Chavez Blvd,Portland,,OR,97232,USA
,7604,"Harmony Church, Lawrenceburg, Tennessee","Flatwoods Rd x Little Shoal Creek, Lawrenceburg, TN 38456","35.297252, -87.319302",,,35.297252,-87.319302,Flatwoods Rd x Little Shoal Creek,Lawrenceburg,,TN,38456,USA
,7599,"Glen Eden Community Center, Raleigh, North Carolina","1500 Glen Eden Dr, Raleigh, NC 27612","35.827327, -78.684534",,,35.827327,-78.684534,1500 Glen Eden Dr,Raleigh,,NC,27612,USA
,7541,"Bethel Primitive Baptist Church, Baton Rouge, Louisiana","8576 Hooper Rd, Baton Rouge, LA 70811","30.530260, -91.099126",,,30.530260,-91.099126,8576 Hooper Rd,Baton Rouge,,LA,70811,USA
,7463,"First Church of Christ, Middletown, Connecticut","190 Court St, Middletown, CT 06457","41.560302, -72.651061",,,41.560302,-72.651061,190 Court St,Middletown,,CT,06457,USA
,7614,"University of Chicago - Ida Noyes Hall, Chicago, Illinois","1212 E 59th St, Chicago, IL 60637","41.788046, -87.595566",,,41.788046,-87.595566,1212 E 59th St,Chicago,,IL,60637,USA
,7655,"Mount Moriah Primitive Baptist Church, Near Sneads Cross Road, Alabama","320 Wilson Chapel Rd, Susan Moore, AL 35952","34.060341, -86.428309",,,34.060341,-86.428309,320 Wilson Chapel Rd,Susan Moore,,AL,35952,USA
,7661,"Cane Creek Primitive Baptist Church, Cleburne County, Alabama","US-78, Heflin, AL 36264","33.687325, -85.526104",,,33.687325,-85.526104,US-78,Heflin,,AL,36264,USA
,7683,"Old Flatwoods Primitive Baptist Church, Nauvoo (Walker County), Alabama","Old Flatwood Rd (off Co Rd 11), Nauvoo, AL 35578","33.953960, -87.496812",,,33.953960,-87.496812,Old Flatwood Rd (off Co Rd 11),Nauvoo,,AL,35578,USA
,7402,"St. Alban's Episcopal Church, Washington","3001 Wisconsin Ave NW, Washington, DC 20016","38.929491, -77.072325",,,38.929491,-77.072325,3001 Wisconsin Ave NW,Washington,,DC,20016,USA
,7589,"St. Paul's Episcopal Church, Bailey's Crossroads","3439 Payne St, Falls Church, VA 22041","38.850166, -77.134229",,,38.850166,-77.134229,3439 Payne St,Falls Church,,VA,22041,USA
,7420,Unitarian Universalist Fellowship of Raleigh,"3313 Wade Ave, Raleigh, NC 27607","35.800629, -78.679859",,,35.800629,-78.679859,3313 Wade Ave,Raleigh,,NC,27607,USA
,7490,"Grace Baptist Church, Sumiton","Grace Baptist Church, Sumiton, AL","33.742748, -87.043632",,,33.742748,-87.043632,,Sumiton,,AL,,USA
,7491,Dean Chapel Church,"10043 AL-40, Henagar, AL 35978","34.623758, -85.821177",,,34.623758,-85.821177,10043 AL-40,Henagar,,AL,35978,USA
,7552,"Grace Evangelical Lutheran Church, San Diego","3967 Park Blvd, San Diego, CA 92103","32.750123, -117.145956",,,32.750123,-117.145956,3967 Park Blvd,San Diego,,CA,92103,USA
,7588,Atlanta Friends Meeting House,"701 W Howard Ave, Decatur, GA 30030","33.767266, -84.306628",,,33.767266,-84.306628,701 W Howard Ave,Decatur,,GA,30030,USA
,7631,Zion Hill Church,"3558 County Rd 368 E, Henderson, TX 75654","32.049806, -94.684012",,,32.049806,-94.684012,3558 County Rd 368 E,Henderson,,TX,75654,USA
,7680,Faith Mennonite Church,"2720 E 22nd St, Minneapolis, MN 55406","44.961277, -93.231730",,,44.961277,-93.231730,2720 E 22nd St,Minneapolis,,MN,55406,USA
,7704,Bucher School,"corner of Phillips and Columbus-Grove Roads, Bluffton, OH 45817","40.891505, -83.938119",,,40.891505,-83.938119,corner of Phillips and Columbus-Grove Roads,Bluffton,,OH,45817,USA
,7705,Free Congregation of Sauk County,"307 Polk St, Sauk City, WI 53583","43.274761, -89.723431",,,43.274761,-89.723431,307 Polk St,Sauk City,,WI,53583,USA
,7506,Jefferson Unitarian Church,"14350 W 32nd Ave, Golden, CO 80401","39.760975, -105.160212",,,39.760975,-105.160212,14350 W 32nd Ave,Golden,,CO,80401,USA
,7506,Clements Community Center,"1580 Yarrow St, Lakewood, CO 80214","39.741816, -105.083071",,,39.741816,-105.083071,1580 Yarrow St,Lakewood,,CO,80214,USA
,7468,"Sharon Township Hall, Worthington","67 E Dublin Granville Rd, Worthington, OH 43085","40.088565, -83.016356",,,40.088565,-83.016356,67 E Dublin Granville Rd,Worthington,,OH,43085,USA
,7372,"Food Services Building (Z-6), Carrollton, Georgia","1601 Maple Street, Carrollton, GA 30118","33.572743, -85.105687",,,33.572743,-85.105687,1601 Maple Street,Carrollton,,GA,30118,USA
,7434,"First Baptist Church, Evanston, Illinois","607 Lake St, Evanston, IL 60201","42.044342, -87.680989",,,42.044342,-87.680989,607 Lake St,Evanston,,IL,60201,USA
,7434,"University of Chicago - Ida Noyes Hall, Chicago, Illinois","1212 E 59th St, Chicago, IL 60637","41.788046, -87.595566",,,41.788046,-87.595566,1212 E 59th St,Chicago,,IL,60637,USA
,7329,"Coles County Courthouse, Charleston, Illinois","651 Jackson Ave, Charleston, IL 61920","39.494932, -88.175146",,,39.494932,-88.175146,651 Jackson Ave,Charleston,,IL,61920,USA
,7356,"Cross Roads Baptist Church, North of Tallapoosa, Georgia","Cross Roads Church Rd x Steadman Rd, Buchanan, GA 30113","33.863252, -85.343170",,,33.863252,-85.343170,Cross Roads Church Rd x Steadman Rd,Buchanan,,GA,30113,USA
,7395,"Pleasant Grove Primitive Baptist Church, Boldo, Alabama","Arkedelphia Rd x Boldo Cemetery Rd, Boldo, AL 35504","33.853955, -87.185468",,,33.853955,-87.185468,Arkedelphia Rd x Boldo Cemetery Rd,Boldo,,AL,35504,USA
,7399,"Shady Grove Primitive Baptist Church, Winston County, Alabama","Alabama Hwy 195 x County Rd 18, Double Springs, AL 35553","34.188949, -87.425988",,,34.188949,-87.425988,Alabama Hwy 195 x County Rd 18,Double Springs,,AL,35553,USA
,7405,"State Line Church, Cleburne County (Near Muscadine), Alabama","County Rd 207, Muscadine, AL 36269","33.755559, -85.363100",,,33.755559,-85.363100,County Rd 207,Muscadine,,AL,36269,USA
,7448,Zion Hill Church,"3558 County Rd 368 E, Henderson, TX 75654","32.049806, -94.684012",,,32.049806,-94.684012,3558 County Rd 368 E,Henderson,,TX,75654,USA
,7474,"Wilson’s Chapel, Carrollton (Cross Plains Community), Georgia","272 Hutcheson Ferry Rd, Whitesburg, GA 30185","33.556988, -84.966111",,,33.556988,-84.966111,272 Hutcheson Ferry Rd,Whitesburg,,GA,30185,USA
,7503,"Coles County Courthouse, Charleston, Illinois","651 Jackson Ave, Charleston, IL 61920","39.494932, -88.175146",,,39.494932,-88.175146,651 Jackson Ave,Charleston,,IL,61920,USA
,7533,"Cross Roads Baptist Church, North of Tallapoosa, Georgia","Cross Roads Church Rd x Steadman Rd, Buchanan, GA 30113","33.863252, -85.343170",,,33.863252,-85.343170,Cross Roads Church Rd x Steadman Rd,Buchanan,,GA,30113,USA
,7559,"Antioch Baptist Church, South of Tallapoosa, Georgia","1050 Old Hwy 100, Waco, GA 30182","33.661946, -85.283001",,,33.661946,-85.283001,1050 Old Hwy 100,Waco,,GA,30182,USA
,7573,"Pleasant Grove Primitive Baptist Church, Boldo, Alabama","Arkedelphia Rd x Boldo Cemetery Rd, Boldo, AL 35504","33.853955, -87.185468",,,33.853955,-87.185468,Arkedelphia Rd x Boldo Cemetery Rd,Boldo,,AL,35504,USA
,7625,"Trinity United Methodist Church, Birmingham, Alabama","1400 Oxmoor Rd, Homewood, AL 35209","33.475167, -86.803668",,,33.475167,-86.803668,1400 Oxmoor Rd,Homewood,,AL,35209,USA
